|||||Cb Values->colspan|||||
|||||Qb/Qc->colspan|||||
As/Ac|Ab/Ac|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9
0.3|0.3|-26.79v|-5.07v|-1.42v|-0.27v|0.21v|0.42v|0.53v|0.59v|0.61v
0.3|0.4|-19.94v|-3.49v|-0.8v|0.02v|0.35v|0.49v|0.56v|0.6v|0.62v
0.3|0.5|-15.18v|-2.44v|-0.41v|0.2v|0.43v|0.54v|0.58v|0.61v|0.62v
0.3|0.6|-11.73v|-1.7v|-0.13v|0.32v|0.49v|0.56v|0.6v|0.61v|0.62v
0.3|0.7|-9.13v|-1.14v|0.07v|0.41v|0.53v|0.58v|0.6v|0.61v|0.62v
0.3|0.8|-7.11v|-0.72v|0.23v|0.48v|0.57v|0.6v|0.61v|0.62v|0.62v
0.3|0.9|-5.49v|-0.38v|0.35v|0.53v|0.59v|0.61v|0.62v|0.62v|0.62v
0.3|1|-4.17v|-0.11v|0.45v|0.58v|0.61v|0.62v|0.62v|0.62v|0.62v
0.4|0.1|-57.18v|-17.78v|-7.8v|-3.69v|-1.66v|-0.59v|-0.02v|0.26v|0.37v
0.4|0.2|-64.82v|-13.76v|-4.74v|-1.81v|-0.59v|-0.02v|0.24v|0.36v|0.39v
0.4|0.3|-47.92v|-9.38v|-2.93v|-0.94v|-0.16v|0.19v|0.34v|0.39v|0.4v
0.4|0.4|-35.81v|-6.62v|-1.88v|-0.46v|0.07v|0.3v|0.38v|0.41v|0.4v
0.4|0.5|-27.39v|-4.78v|-1.2v|-0.16v|0.22v|0.36v|0.41v|0.42v|0.41v
0.4|0.6|-21.28v|-3.48v|-0.73v|0.04v|0.31v|0.41v|0.43v|0.43v|0.41v
0.4|0.7|-16.68v|-2.51v|-0.38v|0.2v|0.38v|0.44v|0.45v|0.43v|0.41v
0.4|0.8|-13.1v|-1.77v|-0.12v|0.31v|0.44v|0.46v|0.46v|0.44v|0.41v
0.4|0.9|-10.24v|-1.18v|0.09v|0.4v|0.48v|0.48v|0.46v|0.44v|0.41v
0.4|1|-7.9v|-0.69v|0.26v|0.47v|0.51v|0.5v|0.47v|0.44v|0.41v
0.5|0.1|-89.21v|-27.74v|-12.24v|-5.89v|-2.79v|-1.18v|-0.33v|0.08v|0.23v
0.5|0.2|-101.4v|-21.64v|-7.61v|-3.07v|-1.19v|-0.34v|0.05v|0.22v|0.26v
0.5|0.3|-75.05v|-14.87v|-4.83v|-1.75v|-0.54v|-0.03v|0.19v|0.26v|0.27v
0.5|0.4|-56.18v|-10.59v|-3.21v|-1.02v|-0.2v|0.13v|0.26v|0.29v|0.27v
0.5|0.5|-43.04v|-7.74v|-2.16v|-0.56v|0.02v|0.23v|0.3v|0.3v|0.27v
0.5|0.6|-33.51v|-5.72v|-1.43v|-0.24v|0.16v|0.3v|0.33v|0.31v|0.28v
0.5|0.7|-26.34v|-4.22v|-0.9v|-0.01v|0.27v|0.35v|0.35v|0.32v|0.28v
0.5|0.8|-20.75v|-3.06v|-0.49v|0.16v|0.35v|0.39v|0.37v|0.33v|0.28v
0.5|0.9|-16.29v|-2.14v|-0.17v|0.3v|0.41v|0.41v|0.38v|0.33v|0.28v
0.5|1|-12.64v|-1.39v|0.1v|0.41v|0.46v|0.44v|0.39v|0.33v|0.28v
0.6|0.1|-128.4v|-39.93v|-17.66v|-8.57v|-4.15v|-1.85v|-0.66v|-0.09v|0.12v
0.6|0.2|-146.1v|-31.26v|-11.09v|-4.56v|-1.89v|-0.68v|-0.12v|0.1v|0.16v
0.6|0.3|-108.2v|-21.55v|-7.12v|-2.69v|-0.97v|-0.24v|0.07v|0.17v|0.17v
0.6|0.4|-81.04v|-15.4v|-4.8v|-1.65v|-0.48v|-0.01v|0.17v|0.2v|0.18v
0.6|0.5|-62.13v|-11.31v|-3.3v|-0.99v|-0.17v|0.13v|0.22v|0.22v|0.18v
0.6|0.6|-48.43v|-8.41v|-2.25v|-0.54v|0.03v|0.22v|0.26v|0.24v|0.18v
0.6|0.7|-38.1v|-6.25v|-1.49v|-0.22v|0.18v|0.29v|0.29v|0.25v|0.19v
0.6|0.8|-30.07v|-4.59v|-0.9v|0.03v|0.3v|0.34v|0.31v|0.25v|0.19v
0.6|0.9|-23.64v|-3.27v|-0.44v|0.23v|0.39v|0.38v|0.33v|0.26v|0.19v
0.6|1|-18.39v|-2.2v|-0.06v|0.39v|0.46v|0.42v|0.34v|0.27v|0.19v
0.7|0.2|-198.9v|-42.62v|-15.17v|-6.31v|-2.68v|-1.04v|-0.29v|0.01v|0.08v
0.7|0.3|-147.3v|-29.41v|-9.78v|-3.77v|-1.44v|-0.45v|-0.04v|0.1v|0.1v
0.7|0.4|-110.4v|-21.07v|-6.64v|-2.36v|-0.77v|-0.14v|0.09v|0.15v|0.11v
0.7|0.5|-84.67v|-15.5v|-4.6v|-1.48v|-0.36v|0.05v|0.17v|0.17v|0.11v
0.7|0.6|-66.02v|-11.56v|-3.19v|-0.86v|-0.08v|0.18v|0.23v|0.19v|0.12v
0.7|0.7|-51.97v|-8.63v|-2.15v|-0.42v|0.12v|0.27v|0.27v|0.2v|0.12v
0.7|0.8|-41.04v|-6.37v|-1.35v|-0.08v|0.27v|0.34v|0.29v|0.21v|0.12v
0.7|0.9|-32.3v|-4.58v|-0.72v|0.19v|0.39v|0.39v|0.32v|0.22v|0.12v
0.7|1|-25.16v|-3.12v|-0.21v|0.4v|0.49v|0.43v|0.33v|0.23v|0.13v
0.8|0.1|-228.1v|-70.95v|-31.43v|-15.33v|-7.52v|-3.48v|-1.39v|-0.4v|-0.04v
0.8|0.2|-259.8v|-55.7v|-19.86v|-8.29v|-3.56v|-1.43v|-0.46v|-0.06v|-0.03v
0.8|0.3|-192.5v|-38.47v|-12.84v|-4.99v|-1.95v|-0.66v|-0.12v|0.05v|0.05v
0.8|0.4|-144.3v|-27.58v|-8.74v|-3.16v|-1.09v|-0.26v|0.05v|0.11v|0.06v
0.8|0.5|-110.7v|-20.32v|-6.08v|-2v|-0.55v|-0.01v|0.15v|0.15v|0.07v
0.8|0.6|-86.3v|-15.17v|-4.24v|-1.2v|-0.19v|0.15v|0.22v|0.17v|0.08v
0.8|0.7|-67.95v|-11.34v|-2.88v|-0.62v|0.08v|0.27v|0.27v|0.19v|0.08v
